"RestaurantID";"City";"HotelName";"HotelTele";"HotelAddress";"RestaurantName";"RestaurantTele";"RestaurantAddress";"RestaurantOpenTime";"Introduction";"Price";"Park";"Smoke";"Location"
48;"香港";"香港港丽酒店";"00852-2521 3838";"香港金钟道88号太古广场";"怀欧叙";"";"";"";"位于酒店八楼的怀欧叙融合传统及现代法式欧陆美馔，餐厅宽敞，配合开放式的厨房设计，让客人可以在轻松舒适的环境下用餐。 餐厅设有一间贵宾房，最适合16位客人用膳。营业时间：午餐 中午12时至下午3时 (星期一至五)周六香槟早午餐中午12时至下午3时 (星期六)周日自助早午餐上午11时至下午3时 (星期日)晚餐每日下午6时至晚上11时餐厅菜单餐厅菜单";"";"";"";0
49;"香港";"香港港丽酒店";"00852-2521 3838";"香港金钟道88号太古广场";"咖啡园";"";"";"";"位于酒店大堂低层，咖啡园汇聚东南亚及传统西方美食，全天侯自助餐供应，于晚市提供池畔烧烤，是聚会及商务午餐的首选。餐厅空间宽敞，设有户外及室内雅座，适合家庭聚会或飨三五知己聚餐。咖啡园户外池畔酒吧以崭新面目登场，当代简美设计洋溢舒怀气氛，池畔流水盖上漫天星火让您放下生活烦忧。调酒师精调特色鸡尾酒，另备一系列高档威士忌及手卷雪茄，让您在纸醉金迷的城市景致中体验高品位的生活哲学。款款美酒佐以热烘烧烤美食，让您尽情沉醉于都市的时尚魅力。每逢周五晚上驻场DJ将为派对注入跃动节拍，让您与三五知己彻夜尽兴。‍营业时间：全日自选菜式每日上午6时30分至凌晨12时自助早餐每日上午6时30分至上午11时自助午餐每日中午12时至下午2时30分下午茶自助餐下午3时至5时30分（星期六丶日及公众假期）自助晚餐每日下午6时至下午10时30分池畔酒吧每日下午6时至深夜餐厅菜单";"";"";"";0
50;"香港";"香港港丽酒店";"00852-2521 3838";"香港金钟道88号太古广场";"乐聚廊";"";"";"";"位于酒店大堂楼层，布置高贵典雅，提供精致小食、特色鸡尾酒、各式佳酿以及晚上的现场乐队演奏适合任何聚会。全日餐饮选择不止于此；特式咖喱自助午餐、周末香烤自助餐、亚洲或传统西式下午茶餐及宵夜自助餐亦令一众饕客垂涎。营业时间：全日自选菜式每日上午8时至凌晨1时自助早餐每日上午8时至上午10时30分咖哩自助午餐中午12时正至下午2时30分（星期一至五）周末香烤自助餐中午12时30分至下午2时30分（星期六丶日及公众假期）亚洲及西式下午餐下午3时至5时30分（星期一至五）下午茶自助餐下午3时至5时30分（星期六丶日及公众假期）宵夜自助餐下午8时30分至11时（星期五及六）餐厅菜单";"";"";"";0
51;"香港";"香港港丽酒店";"00852-2521 3838";"香港金钟道88号太古广场";"宝丝吧";"";"";"";"位于酒店八楼的宝丝吧，环境优雅，远眺美丽醉人的维多利亚港景致，更提供各式精选鸡尾酒、红酒、威士忌等，以供品尝。绝对是在繁华闹市，与友欢尝美酒的最佳地方。营业时间：中午12时至凌晨12时30分（星期一至五）下午5时至凌晨12时30分（星期六及星期日）";"";"";"";0
52;"重庆";"重庆希尔顿酒店";"023-8903 9999";"中国重庆市渝中区中山三路139号";"Café@Two西餐厅";" 89039999-6312";"中山三路139号希尔顿酒店内";"每日06：00至21：30";"本市享誉盛名的Café@Two全日制西餐厅拥有开放式厨房、木质传统披萨烤炉和面档，还有主题海鲜火锅和周日早午餐，更有希尔顿健康食谱;希尔顿本地风味及各式零点菜单与儿童菜单供您选择。营业时间：周一至周日  早餐早上6点至10点半  午餐中午12点至下午2点半  晚餐晚上6点至9点半 周日早午餐中午12点至下午3点。自助餐均享受团购优惠价。 ";"156";"";"";0
53;"重庆";"重庆希尔顿酒店";"023-8903 9999";"中国重庆市渝中区中山三路139号";"醉月厅中餐厅";" 023-89039999";"中山三路139号希尔顿酒店2楼";"午宴 - 每日11：30至14：30晚宴 - 每日17：30至22：30";"醉月庭中餐厅提供名厨主理的正宗粤菜和川菜，以及品种丰富的海鲜精选。意韵雅致的九间包房尽现中餐美轮美奂的文化氛围。醉月庭中餐厅是您商务宴请与生日聚会的理想场所。营业时间：上午11:30 - 下午 2:30 。下午 5:30 &ndash; 晚上10:30 (点单截止时间为晚上09：30) ";"121";"";"";0
54;"重庆";"重庆希尔顿酒店";"023-8903 9999";"中国重庆市渝中区中山三路139号";"龙吧  扒房";"";"";"";"木质镶板装饰的酒吧弥漫着20年代旧上海的优雅气息，为烛光晚餐和私人聚会营造完美的氛围。营业时间：每日17:00至24:00 ";"";"";"";0
55;"重庆";"重庆希尔顿酒店";"023-8903 9999";"中国重庆市渝中区中山三路139号";"凌波阁大堂吧";" 89039999-6306";"中山三路139号希尔顿酒店内";"尚无营业时间";"凌波阁大堂吧是理想的休闲场所。透过超大落地窗欣赏窗外街景的同事来一杯茶类特饮，或者点一杯您挚爱的鸡尾酒，尽情享受悠闲时刻。 营业时间：上午8点至凌晨1点。";"44";"";"";0
56;"重庆";"重庆江北希尔顿逸林酒店";"023-6771 6666";"重庆市江北区洋河一路68号协信中心B栋";"品味全日制餐厅";" 023-67768356";"洋河一路68号协信中心B栋希尔顿逸林酒店内";"17:30-21:30";"设计时尚小资的品味全日制餐厅，为您开启舌尖与味蕾的奇妙体验之旅。品味中西方烹饪精髓，尽享山城的麻辣诱惑。新古典主义风格的大厅及两个设计简约的包房供应精选的本地、亚洲及西式风味自助早晚餐与商务午间套餐，更有希尔顿逸林零点菜单及儿童菜单供您选择。座位：90            包间：2预订电话：023-67768356营业时间：早餐：6:30-10:30 (工作日)；6:30 - 11:00 (周末) 午餐：12:00-14:30 晚餐：17:30-21:30 餐厅菜单";"206";"";"";0
57;"重庆";"重庆江北希尔顿逸林酒店";"023-6771 6666";"重庆市江北区洋河一路68号协信中心B栋";"林廊吧";" 67716666-8123";"洋河一路68号协信中心B栋";"尚无营业时间";"沉醉与林廊慵懒的爵士乐中，尊享美酒与雪茄的独特韵味；亦或小憩与林廊极具浓郁东南亚风情的户外花园，细意慢品都市优活旋律，不失为商务洽谈及友人小聚的首选之地。座位：76预订电话：023-6771 6666转8123营业时间：10:00 - 01:00 ";"-";"";"";0
58;"重庆";"重庆江北希尔顿逸林酒店";"023-6771 6666";"重庆市江北区洋河一路68号协信中心B栋";"逸苑中餐厅";" 67716666-8366 67716666-8388";"洋河一路68号协信中心B栋希尔顿逸林酒店三、四楼";"午餐：11：30—14：00晚餐：17：30—21：00";"逸苑中餐厅提供名厨主理的精致重庆江湖菜、创意粤菜，以及品种丰富的海鲜精选。意韵雅致的大厅及21间包房尽现中餐美轮美奂的文化氛围，是您商务宴请与聚会的理想场所。营业时间：  午餐：11：30--14：30                 晚餐：17：30--21：30预订电话：023-67768388餐厅菜单";"213";"";"";0
59;"重庆";"重庆万州万达希尔顿逸林酒店";"+86 (0) 23 5899 9999";"中国重庆万州区北滨大道二段1001号";"享味全日制餐厅";" 023-58999999";"北滨大道二段";"10:30-15:00 17:30-22:00";"享味全日制西餐厅设计别致而现代，提供高品质的咖啡、茶，健康饮品以及中西美味的完美结合，让您感觉舒适。大厅设计典雅而现代，让您感觉休闲而热情。餐厅的特点是时尚、现代的开放式厨房，并且有精美的自助餐展示台。餐厅优惠";"153";"";"";0
60;"重庆";"重庆万州万达希尔顿逸林酒店";"+86 (0) 23 5899 9999";"中国重庆万州区北滨大道二段1001号";"悦轩中餐厅";"";"";"";"典雅、安静的中餐厅拥有7个全江景包间，午餐和晚餐提供经典中式美食包括粤菜、川菜和本地菜及其他地域传统美食。餐厅由最出色的大厨烹饪美味可口的各式粤菜和川菜和本地菜等系列。餐厅优惠";"";"";"";0
61;"重庆";"重庆万州万达希尔顿逸林酒店";"+86 (0) 23 5899 9999";"中国重庆万州区北滨大道二段1001号";"大堂吧";"";"";"";"置身静谧雅致的酒店大堂吧，尊享甜品、咖啡及鸡尾酒等美食带来的享受；这里是您商务洽谈及朋友小聚的理想之所。餐厅优惠";"";"";"";0
62;"三亚";"金茂三亚亚龙湾希尔顿大酒店";"0898-8858 8888";"中国海南省三亚市亚龙湾国家旅游度假区";"“丰园”中餐厅";" 88588888-8140";"亚龙湾国家旅游度假区希尔顿度假酒店1号楼1楼";"11:00-2:30pm, 5:30pm-10:00pm";"在丰园用餐的客人可以品尝这片土地的最佳恩惠。客人可以在现代风格的餐厅内一了品尝中式佳肴的夙愿，或在露台上放松身心。高品质的佳肴与精致的菜肴，价格适中。无论年长者或年轻人都喜欢这个餐厅与这里的菜肴，虽然身在酒店却有回到家的感受 。";"261";"";"";0
63;"三亚";"金茂三亚亚龙湾希尔顿大酒店";"0898-8858 8888";"中国海南省三亚市亚龙湾国家旅游度假区";"“冰源”餐厅";" 0898-88588888";"亚龙湾国家旅游度假区希尔顿度假酒店";"17:30-22:00";"在&ldquo;冰源&rdquo;餐厅品尝&ldquo;海滨新风尚美食&rdquo;。作为酒店标志性餐厅，&ldquo;冰源&rdquo;精选餐厅以水为主题，提供纯正海鲜及精选葡萄酒，同时将创新理念与现代厨艺完美融合。到达后，客人可以先品尝一至两杯餐前酒，无论是葡萄酒、鸡尾酒还是日本清酒、绍酒或根据您的需要精心调制的酒都一应俱全。来到主用餐区，进一步享受用餐的乐趣：透明的玻璃地板建在鲤鱼池上，高至天花板的鱼缸居于中央，私人用餐区置于玻璃与流水环绕之中。您可选择在&ldquo;冰源&rdquo;餐厅露台预订您的晚餐亦或在品尝美食的同时聆听来自大海的天籁之音。 品尝时尚、健康、新鲜美食，&ldquo;冰源&rdquo;餐厅是您在三亚体验美食的心怡之地。";"426";"";"";0
64;"三亚";"金茂三亚亚龙湾希尔顿大酒店";"0898-8858 8888";"中国海南省三亚市亚龙湾国家旅游度假区";"“霖轩”大堂吧";" 88588888-8170";"亚龙湾国家旅游度假区希尔顿度假酒店内";"11:00-23:00";"宽敞亮丽的大堂酒廊，坚固的柚木给人以舒适的感觉，所以餐厅命名为霖轩，是白天都开放的餐厅。装饰典雅的柚木台，饰以特别定制的艺术品；时尚的香茗专柜，供应各种中国名茶，无论是餐前小酌还是饭后闲坐，这里都是您的如意之处。";"79";"";"";0
65;"三亚";"金茂三亚亚龙湾希尔顿大酒店";"0898-8858 8888";"中国海南省三亚市亚龙湾国家旅游度假区";"海趣缘沙滩吧";"";"";"";"微风亲吻着脸庞，海水拍打着沙滩，闲坐在木制的沙滩吧，品上一杯可口的鲜榨果汁，尽赏无限海景之乐。更有美味的各式烤串、汉堡、三明治和薯条等供您选择。每周三和周六(18:30-22:00)的沙滩篝火BBQ自助晚餐将在此进行。";"";"";"";0
66;"三亚";"金茂三亚亚龙湾希尔顿大酒店";"0898-8858 8888";"中国海南省三亚市亚龙湾国家旅游度假区";"“锦湾”酒吧";"";"";"";"锦湾是现代化的标志，国际化的装饰呈现出耀眼的光芒、豪华与奢华，融合了伏特加、雪茄以及令人兴奋的电子乐。在现场音乐中放松来杯特别的饮品，无论您的选择是什么，锦湾会为您带来一个精彩的夜晚。高尔夫球迷们渴望获知的高尔夫球场上最新最全的新闻都能在这里的高尔夫杂志、指南、目录中找到。晚间荧屏上将播出特别节目，总揽各大体育赛事，从PGA巡回赛到温布尔登网球公开赛，当然还有F1!";"";"";"";0
67;"三亚";"金茂三亚亚龙湾希尔顿大酒店";"0898-8858 8888";"中国海南省三亚市亚龙湾国家旅游度假区";"啦啦吧";"";"";"";"这里是客人们在日间享受阳光、沙滩、泳池乐趣的最佳去处，啦啦吧方便人们在游泳后很快喝上一杯或用些点心。碧波荡漾的泳池休闲区使晒日光浴成为一件时髦的享受，另外宽大的日光浴平台和沙滩让情侣们有机会静静地享受放松时刻。";"";"";"";0
68;"三亚";"三亚海棠湾康莱德酒店";"0898-8820 8888";"中国海南省三亚市海棠湾";"海棠轩中餐厅";" 0898-88208888";"海棠湾滨海路康莱德酒店内";"11:30-14:30  17:30-23:00";"这里是您宴请贵宾、亲朋好友以及同事的绝佳场所。古色古香的中式装潢，专业大厨为您精心烹制纯正的粤式与海南特色佳肴，轻松营造舒适奢华的用餐环境，体验独具特色的海南本土文化 。  营业时间：11:30-14:30（午餐）  17:30-23:00（晚餐）餐厅预订电话：0898-88208888 转 7530";"234";"";"";0
69;"三亚";"三亚海棠湾康莱德酒店";"0898-8820 8888";"中国海南省三亚市海棠湾";"怡园 - 全天侯餐厅";"";"";"";"怡园全日餐厅为您提供全天候餐饮服务，满足您不同时段的用餐需求。专业的厨师在开放式厨房为您演绎精彩的烹调艺术。怡园为您提供风味纯正的中式，亚洲及西式美食，多样化的选择满足您不同需求，感受到无所不在的舒适与悠闲。营业时间：06:30-22:00餐厅预订电话：0898-88208888 转 7510 ";"";"";"";0
70;"三亚";"三亚海棠湾康莱德酒店";"0898-8820 8888";"中国海南省三亚市海棠湾";"望海阁";" 0898-88208888";"海棠路康莱德酒店内";"尚无营业时间";"望海阁为您营造梦境般美妙的自然美景，悠闲享用精致小食之时，欣赏浩瀚无垠的蔚蓝大海，棕榈树随风摇曳的自然美态，让您沉浸于绝美的热带海岸风光。 营业时间：10:00-23:00餐厅预订电话：0898-88208888 转 7316";"-";"";"";0
71;"三亚";"三亚海棠湾康莱德酒店";"0898-8820 8888";"中国海南省三亚市海棠湾";"“沁”特色餐厅";"";"";"";"徜徉于花园池畔的热带美景，特色餐厅&ldquo;沁&rdquo;提供纯正地中海美食，为您带来全新美食体验。 营业时间：周五 17:30-23:00、周六及公共假期 17:30-23:00(“沁”特色餐厅美食在怡园餐厅供应）餐厅预订电话：0898-88208888 转 7520";"";"";"";0
72;"三亚";"海南七仙岭希尔顿逸林温泉度假酒店";"0898 83608888";"海南保亭七仙岭温泉国家森林公园";"OPEN全日餐厅";"";"";"";"座位数: 188 营业时间: 06:30-22:30提供美味可口的中式、亚洲特色、当代西方特色及地方特色的自助餐。";"";"";"";0
73;"三亚";"海南七仙岭希尔顿逸林温泉度假酒店";"0898 83608888";"海南保亭七仙岭温泉国家森林公园";"御玺中餐厅";"";"";"";"餐厅座位数: 155 营业时间: 11:00-14:30；17:30-21:30提供精致粤菜菜肴，以及川菜、湖南菜和本地特色菜肴。 ";"";"";"";0
74;"三亚";"海南七仙岭希尔顿逸林温泉度假酒店";"0898 83608888";"海南保亭七仙岭温泉国家森林公园";"面道";"";"";"";"餐厅座位数: 50营业时间: 11:30-20:00 提供各种亚洲风味面食 ";"";"";"";0
75;"三亚";"三亚海棠湾万达希尔顿逸林度假酒店";"0898-8882 6666";"中国海南省三亚市海棠湾海棠北路";"汇湾餐厅";" 0898-88826666";"海棠湾海棠路希尔顿逸林酒店1楼";"尚无营业时间";"-现代设计风格，充满活力的烹饪站台-自助餐和包罗世界美食的各式菜品-创新方式展示特色美食营业时间：6:30 - 23:00餐厅预订电话：0898-88826666 转 7550 ";"218";"";"";0
76;"三亚";"三亚海棠湾万达希尔顿逸林度假酒店";"0898-8882 6666";"中国海南省三亚市海棠湾海棠北路";"帕西菲卡餐厅";" 0898-88826666";"海棠路希尔顿逸林度假酒店内";"17:30——23:00";"边享受温暖晚风，一边品尝各种朗姆酒和热带鸡尾酒，这里提供烧烤菜肴、新鲜鱼类和海味。营业时间：17:30 - 23:00餐厅预订电话：0898-88826666 转 7596";"222";"";"";0
77;"三亚";"三亚海棠湾万达希尔顿逸林度假酒店";"0898-8882 6666";"中国海南省三亚市海棠湾海棠北路";"鲜面坊";"";"";"";"于热带椰风里，品尝味美汤浓的美味面食。每月均有特别的面食推广，令您味蕾全开大快朵颐。 营业时间：11:00 - 18:00 餐厅预订电话：0898-88826666 转 7566";"";"";"";0
78;"三亚";"三亚海棠湾万达希尔顿逸林度假酒店";"0898-8882 6666";"中国海南省三亚市海棠湾海棠北路";"T酒廊";" 88826666-7554";"海棠路希尔顿逸林度假酒店内";"14:00-18:00";"面对醉人海景和热带园林，这里是理想的轻松休憩之地。喝上一杯定神的咖啡，品尝自制的糕点和点心，或随意浅尝一下菜单上新鲜的果汁或鸡尾酒，开始一段全新的旅途。 营业时间：10:00 - 00:00 餐厅预订电话：0898-88826666 转 7554";"-";"";"";0
79;"三亚";"三亚海棠湾万达希尔顿逸林度假酒店";"0898-8882 6666";"中国海南省三亚市海棠湾海棠北路";"池畔吧";"";"";"";"暂时避开热辣阳光，来到这个位于池畔的闲适所在，享受新鲜的果汁鸡尾酒和点心、色拉、三明治和意大利面各种简单新鲜的美食。营业时间：11:00 - 19:00餐厅预订电话：0898-88826666 转 7586";"";"";"";0
80;"大连";"大连万达希尔顿酒店";"0411-8677 0000";"中国辽宁省大连市中山区港浦路1号";"""源氏""日餐厅";"";"";"";"将自己沉浸于禅意简朴的氛围中，在源氏品尝精致的日本料理技艺精湛的 厨师们准备了经典的生鱼片、串烧和铁板烧，让您体验视觉、嗅觉与味觉的极致享受。 午餐：11：30-14：30晚餐：17：30-22：00";"";"";"";0
81;"大连";"大连万达希尔顿酒店";"0411-8677 0000";"中国辽宁省大连市中山区港浦路1号";"地阔全日制餐厅";"";"";"";"欢迎来到现代美食中心。多元化的地阔，为您值得铭记的特别时刻，定制不同的惊喜。您可以一品由创意大厨精心炮制，融入亚洲风味的地中海美食，色香味一并俱全。在静谧的酒吧享受一杯饮品，在餐厅品味木烤比萨的喷香，抑或在酒廊欣赏现场音乐、细啜一杯特调鸡尾酒...在地阔，您可尽享一切。 早餐：周一至周五：6:30-10:30 周六及周日：6:30-11:00午餐：周一至周五：11:30-14:30周六及周日：11:30-15:00晚餐：17:30-22:00单点：11:30-22:00";"";"";"";0
82;"大连";"大连万达希尔顿酒店";"0411-8677 0000";"中国辽宁省大连市中山区港浦路1号";"地阔酒吧";" 0411-82777388";"港浦路1号万达希尔顿酒店1楼";"10:30-22:00";"现代气息与乡村魅力巧妙融合的休闲酒吧，别有一番怀旧风情。各类本土或国际品牌啤酒、红酒、洋酒，随时为您奉上，更有自制比萨、碳烤美味等刺激味蕾，让您轻松享受，乐在其中。 营业时间：14:30-1:30";"-";"";"";0
83;"大连";"大连万达希尔顿酒店";"0411-8677 0000";"中国辽宁省大连市中山区港浦路1号";"东北街";" 0411-86770000 0411-82777398";"港浦路1号万达希尔顿酒店";"11：30-14：30；17：30-21：30";"来到多民族风味美食街，您会被别具风情的浓郁气氛包围。地道的亚洲北方美食，融合当代情调，让您一饱口福，为您带来惬意美食之享。在现代而舒适的希尔顿氛围中，闻一闻传统市集飘来的糕点香，啖一口东北菜的美味，捕一条生猛活鱼，与本地厨师们来一次近距离交谈。东北街让您尽享传统美食和优雅服务带来的轻松愉悦。 午餐：11：30-14：30晚餐：17：30-22：00";"172";"";"";0
84;"大连";"大连康莱德酒店";"86 411 8677 6666";"大连市中山区人民东路31号";"M吧";" 0411-86771234";"港湾广场会议中心对面";"14：00-17：00";"在M吧探索包括Martini（马天尼酒）、Mojito（莫吉托酒）、Music（音乐）等众多以字母M开头的组成元素。在M吧深情的现场爵士乐中摆动您的身躯，品尝诱人的鸡尾酒和饮品，分享精致的美味小食。只选用全世界最好的食材，从伊比利亚火腿、多汁的油浸鸭肉，到令人着迷的龙虾、鹅肝、猪肉，以及精美的甜点全系列...欲罢不能的绝妙搭配。 营业时间：7:00-23:30";"-";"";"";0
85;"大连";"大连康莱德酒店";"86 411 8677 6666";"大连市中山区人民东路31号";"鲜餐厅";"";"";"";"座落于二层的时尚海鲜烧烤餐厅鲜拥有世界顶级的食材，从澳洲的龙虾、和牛肉到南太平洋的东星斑，专业的厨师团队严格挑选全球各地有机的新鲜食材，保证每次制作的最佳水准，力求展现食物的自然原味，随时为宾客们精心烹烩豪华的味蕾盛宴。 营业时间：午餐：11:30-14:30     晚餐：17:30-22:00 ";"";"";"";0
86;"广州";"广州白云万达希尔顿酒店";"020-6660 0666";"中国广州市白云区云城东路515-517号";"感趣自助餐厅";" 020-66600666 020-66678076";"云城东路515-517号希尔顿酒店";"晚餐18：00-22：00";"全天候提供早餐、午餐和晚餐 。现代而趣味的开放式厨房以近距离接触柜台，享受身临其境的视觉美食体验，饕餮精致佳肴，体验食材演绎的交响乐。感受品质服务带来的欢愉。营业时间：周一至周日 6:30-24:00预订电话：020-66678076  ‍‍广州白云万达希尔顿酒店邀您在初秋9月品尝印度风情美食。印度美食色泽明艳、香味浓郁，令无数食客竞折腰。餐厅特邀来自印度的星级厨师Joginder Kumar，以地道的烹饪手法，巧妙融合印度特色传统香料，打造出一道道正宗印度特色菜，让印度美食撩动您的五觉，从心体会这丰收季节的欢愉。 ‍‍时间：2015年9月7-17日,晚上6:00-10:00价格：328+15%服务费/位 ";"244";"";"";0
87;"广州";"广州白云万达希尔顿酒店";"020-6660 0666";"中国广州市白云区云城东路515-517号";"酌宴府中餐厅";"";"";"";"荣获2012年度最佳餐厅的酌宴府拥有舒适而独特的餐厅环境，拥有9个优雅的包间，尽享地道传统粤菜；沉醉于传统而新颖中国烹饪技艺，品洋溢着浓郁的岭南美食文化之精髓。 预订及详情 020-66678075 ";"";"";"";0
88;"广州";"广州白云万达希尔顿酒店";"020-6660 0666";"中国广州市白云区云城东路515-517号";"炫逸吧";" 020-66600666";"云城东路515-517号广州白云万达希尔顿酒店1楼";"尚无营业时间";"倾谈或放松身心的舒适场所，无线网络及高速宽频接入口，以及多样可口的食物及酒水选择，无论是晨光还是夜幕，满上一杯葡萄酒，都能令您在此倍感自如。提供多种纯麦威士忌，古希华世纪系列和大卫杜夫雪茄系列，更有希尔顿招牌椰林飘香鸡尾酒。 预订及详情 020-66678091 ";"-";"";"";0
89;"广州";"广州白云万达希尔顿酒店";"020-6660 0666";"中国广州市白云区云城东路515-517号";"酝聚酒廊";" 66600666-6227";"云城东路515-517号希尔顿酒店";"8:00-23:00";" 为宴前餐后，商谈小聚，品酒喝茶提供贴心服务，奢而不豪的 雅致的装修，怡静舒适的环境，精致的小吃，醇厚的咖啡。这里是您体验希尔顿殷情待客之道的必到之处。欢迎来来到传统中式茶楼，享受宁静的放松。推荐您尝一尝精选的最受老广州人青睐的三大特色品种茶叶：普洱、铁观音、菊花茶、啜饮一口好茶、品味与之搭配的精致差点、让人倍感神清气爽。 预订及详情 020-66678091  ";"77";"";"";0
90;"广州";"广州天河希尔顿酒店";"020-6683 9999";"广东省广州市天河区林和西横路215号";"无贰";" 66839999-3688 020-66833688";"林和西横路215号新天希尔顿酒店2楼";"8:00-22:00";"无贰，全日自助西餐厅为您精心烹制美味佳肴，让您沉浸在完美的味蕾享受之中。  &bull;咨询及预订：020 6683 3688";"211";"";"";0
91;"广州";"广州天河希尔顿酒店";"020-6683 9999";"广东省广州市天河区林和西横路215号";"意畔";" 020-66839999";"林和西横路215号新天希尔顿酒店2楼";"午餐:早上11:30 – 下午2:30 晚餐：下午6:00 – 晚上10:00";"意畔意大利餐厅，典雅简约的异国风情，开放式的披萨壁炉，严守正宗地道的意大利菜式烹饪，不随波逐流，不落俗套，只为能令食客感受到宽心享受地道意大利美味的愉悦与舒心。意畔在装饰极具现代感而精致的环境中，您可品味正宗地道的意大利美食，餐厅更有两间私密专属的包房。营业时间： 午餐  11：30至14：30  晚餐 18：00至22：00   预订及咨询：020 6683 3636";"198";"";"";0
92;"广州";"广州天河希尔顿酒店";"020-6683 9999";"广东省广州市天河区林和西横路215号";"随轩";" 020-66839999";"林和西横路215号广州天河新天希尔顿酒店5楼";"午餐：早上11:30 – 下午2:00 晚餐：下午5:30 – 晚上10:00";"广东人注重饮食，尤其是粤菜，更是深谙其门道。因此，我们的随轩中餐厅以打造新派粤菜为重，正宗地道的烹饪工艺融入西式食材与装饰，为传统粤菜注入全新活力。古色古香的中式装潢，书香气息浓厚的词牌名，檀香木质地的餐桌，奢华气派的8米调高楼层，毫不吝啬的透露着岭南名家的气势，虽非华丽惊艳，但绝对是品味张扬之作，低调的奢华，彰显宴请者的高雅品味。随轩中餐厅拥有13间华丽包房，全力打造最地道的粤菜风味菜式，震撼您的味蕾。  咨询及预订：020 6683 3666/3668  营业时间：周一至周五 午餐 11：30 至14：30   晚餐：17:30至22：00  ";"163";"";"";0
93;"广州";"广州天河希尔顿酒店";"020-6683 9999";"广东省广州市天河区林和西横路215号";"独壹";" 020-66839999";"林和西横路215号广州天河新天希尔顿酒店1楼";"下午5:00 – 凌晨1:00";"独壹酒吧现场情调音乐让您与朋友尽情放松享受美妙之夜。舒缓的音乐配以绝世佳酿及鸡尾酒的完美结合，让您在喧闹的天河中央商圈感受宁静的酒吧氛围。 营业时间：17:00-02:00";"-";"";"";0
94;"广州";"广州天河希尔顿酒店";"020-6683 9999";"广东省广州市天河区林和西横路215号";"天河廊";" 020-66839999 020-66833610";"林和西横路215号广州天河新天希尔顿酒店1楼";"9:00-24:00";"位于大堂的天河廊为您提供精致美味下午茶点，适合朋友闲时小聚。挑高8米的落地玻璃窗，不论阳光、阴雨都别有一番情调，夜晚加上窗外星光池的点点星光，气氛更优雅浪漫。 营业时间：09:00-24:00  预订及咨询：020 6683 3610                   ";"94";"";"";0
95;"广州";"广州天河希尔顿酒店";"020-6683 9999";"广东省广州市天河区林和西横路215号";"林下轩";" 020-66839999";"林和西横路215号";"上午11:00 – 晚上10:00";"酒店唯一的户外用餐区域，临水而坐，白天清风徐徐加上和煦阳光；夜晚，水波陪着星光浪漫迷人，林下轩让您在轻松别致的露天环境中品鉴西班牙小菜、本地小食及沁人心脾的饮品。 营业时间：11:00-22:00 ";"-";"";"";0
96;"广州";"广州希尔顿逸林酒店";"86 20-2833 2888";"中国广东省广州市越秀区东风路391号";"全日制餐厅";" 020-28332888 020-28337215";"东风路391号广州希尔顿逸林酒店2楼";"10:00-20:00";"广州希尔顿逸林酒店二楼充满活力的OPEN全日制餐厅可为宾客提供一日三餐。餐厅拥有高耸的天花板和开放式布局，提供包括中式、亚洲和现代西式菜肴在内的全套自助餐及诱人的零点菜品。美好的一天从丰盛、美味的早餐开始。您可从囊括了本地特色菜肴的众多冷、热自助菜品中随心选择。午餐和晚餐设现场烹饪，炒菜、炉烤比萨和海鲜烧烤等均有展示。甜品自助区提供各类令人垂涎欲滴的自制甜点、蛋糕和冰淇淋。Open全日制餐厅是一处拥有轻松、有趣氛围的互动体验餐厅，内设的布里斯吧亦为宾客提供甜品、香茗和各式小吃。营业时间：6时半至23时自助早餐：星期一至星期五6时半至10时半                    星期六、日：6时半至11时自助午餐：每天12时至14时自助晚餐：每天18时至21时30分";"201";"";"";0
97;"广州";"广州希尔顿逸林酒店";"86 20-2833 2888";"中国广东省广州市越秀区东风路391号";"东园阁中餐厅";"";"";"";"潮之味在于鲜 鲜之味东阁里精典潮菜中餐厅，&ldquo;清&rdquo;&ldquo;鲜&rdquo;色香味俱全，城中首选宴请地东园阁中餐厅位于广州希尔顿逸林酒店三楼，精致的潮州菜式是这里的一大特色。潮州距广州约4至5小时的车程路程，当地的菜式在粤菜基础之上更添独特风味，以新鲜海鲜、土生土长的当地食材和颇具特色的风味而闻名全国。东园阁中餐厅拥有11间配有休息区与私人洗手间的包房。 营业时间：早上11点30分至下午2点30分，下午5点30分至晚上10点00分";"";"";"";0
98;"广州";"广州希尔顿逸林酒店";"86 20-2833 2888";"中国广东省广州市越秀区东风路391号";"大堂茶廊";" 020-28332888";"东风中路391号广州逸林希尔顿酒店1楼";"09:00-次日01:00";"在广州希尔顿逸林酒店明亮舒适的起居空间Canton大堂茶廊内尽情放松。无论是白天还是晚间，风格现代又不乏温馨氛围的Canton大堂酒廊都是您娱乐、工作或休闲的好去处。走进大堂茶廊，我们热情的服务员会向您致以亲切的问候，您可选择自己喜欢的用餐区域和餐桌就坐，挑选茶廊为您准备的菜式和香茗。每天下午三点至五点，约上三五知己度过悠闲惬意的下午茶时光。我们的饼房主厨Amy将呈现精美的传统英式下午茶，为您准备了充满欧式魅力的西式茶点。此外，大堂酒廊还额外提供甜品站美味甜品等的打包外带等服务，以供您稍后享用。旁晚时分，现场乐队在酒廊内驻唱，为宾客献唱最新及经典曲目。营业时间：从早上9时至第二天凌晨1时";"94";"";"";0
